,節,開催日,相手,スコア,HomeAway,会場,天候,自チーム,年度,team_id,指揮官,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率,A_スプリント,A_総走行距離,H_スプリント,H_総走行距離,A_ゴール期待値,H_ゴール期待値
3910,26,0922,浦和,5-0,A,埼玉,晴れのち曇り,ガンバ大阪,2012,g-os,,10,1,0,605,15,14,1,4,24,21,14,12,4,0,2,0,64,16,127,7.9%,57%,(0.0%),(81.8%),(20.0%),(95.8%),(47.6%),(71.4%),18,7,0,449,12,12,0,1,14,12,24,24,6,1,2,0,49,18,116,15.5%,43%,(27.8%),(80.8%),(33.3%),(78.6%),(50.0%),(58.3%),,,,,,
3911,27,0929,鹿島,2-2,H,万博,雨時々曇り,ガンバ大阪,2012,g-os,,22,5,0,620,20,10,1,8,28,19,17,17,2,1,1,0,75,17,117,18.8%,59.5%,(9.1%),(85.5%),(25.0%),(89.3%),(52.6%),(76.5%),15,6,0,361,6,13,1,2,17,14,14,25,5,1,3,0,35,12,109,13.8%,40.5%,(13.3%),(74.8%),(33.3%),(76.5%),(71.4%),(92.9%),,,,,,
3912,28,1006,仙台,1-2,A,ユアスタ,曇り,ガンバ大阪,2012,g-os,,12,4,0,283,15,20,7,3,25,6,20,35,3,0,2,0,29,9,132,9.1%,41.8%,(16.7%),(57.2%),(26.7%),(80.0%),(66.7%),(80.0%),9,3,0,456,20,14,0,4,27,11,17,33,3,7,1,0,48,18,130,6.9%,58.2%,(11.1%),(73.0%),(40.0%),(96.3%),(45.5%),(70.6%),,,,,,
3913,29,1020,川崎Ｆ,3-2,A,等々力,晴れ,ガンバ大阪,2012,g-os,,23,4,0,521,12,12,0,4,23,38,24,26,2,4,1,0,62,24,137,16.8%,50.4%,(8.7%),(80.0%),(25.0%),(95.7%),(47.4%),(79.2%),13,6,0,499,11,14,4,2,15,12,44,33,3,0,4,0,55,11,131,9.9%,49.6%,(23.1%),(79.4%),(0.0%),(100.0%),(66.7%),(65.9%),,,,,,
3914,30,1027,広島,1-1,H,万博,晴れ時々曇り,ガンバ大阪,2012,g-os,,13,3,0,523,15,9,3,6,19,11,19,15,3,1,2,0,62,13,118,11.0%,45.7%,(7.7%),(80.5%),(0.0%),(89.5%),(72.7%),(84.2%),17,3,0,577,23,16,2,2,18,20,18,25,4,3,0,0,44,16,120,14.2%,54.3%,(5.9%),(80.9%),(34.8%),(88.9%),(70.0%),(66.7%),,,,,,
3915,31,1107,柏,2-2,A,柏,晴れ,ガンバ大阪,2012,g-os,,13,6,0,455,22,9,5,6,18,15,22,36,4,3,4,0,54,14,134,9.7%,46.6%,(15.4%),(74.3%),(27.3%),(83.3%),(33.3%),(72.7%),15,5,0,591,22,15,3,8,21,13,21,23,3,5,1,0,50,13,140,10.7%,53.4%,(13.3%),(78.0%),(18.2%),(90.5%),(53.8%),(71.4%),,,,,,
3916,32,1117,清水,3-1,A,アウスタ,雨,ガンバ大阪,2012,g-os,,9,3,1,484,16,13,6,4,28,8,15,32,2,4,1,0,41,8,140,6.4%,53.8%,(11.1%),(76.4%),(6.3%),(78.6%),(75.0%),(73.3%),10,7,0,398,13,13,4,4,33,13,11,27,2,6,2,0,43,10,142,7.0%,46.2%,(30.0%),(74.9%),(23.1%),(81.8%),(61.5%),(90.9%),,,,,,
3917,33,1124,Ｆ東京,2-2,H,万博,曇りのち晴れ,ガンバ大阪,2012,g-os,,9,3,0,522,20,11,5,6,35,8,18,25,1,3,0,0,43,13,143,6.3%,47.9%,(22.2%),(73.6%),(15.0%),(88.6%),(37.5%),(55.6%),21,7,0,620,14,6,3,4,28,18,16,28,5,5,0,0,52,21,139,15.1%,52.1%,(9.5%),(79.5%),(28.6%),(96.4%),(38.9%),(87.5%),,,,,,
3918,34,1201,磐田,1-2,A,ヤマハ,晴れ,ガンバ大阪,2012,g-os,,13,6,0,400,13,16,4,4,17,19,37,44,6,1,0,0,35,11,138,9.4%,43%,(15.4%),(74.8%),(0.0%),(94.1%),(42.1%),(86.5%),15,4,0,614,23,10,1,8,32,23,22,29,2,3,1,0,54,17,146,10.3%,57%,(6.7%),(79.3%),(21.7%),(93.8%),(43.5%),(77.3%),,,,,,
3919,1,0303,京都,3-3,H,万博,晴れ,ガンバ大阪,2013,g-os,,11,5,2,462,14,19,3,8,29,17,36,28,2,6,1,0,32,10,173,6.4%,49.7%,(27.3%),(69.0%),(14.3%),(96.6%),(52.9%),(69.4%),18,6,0,526,14,12,6,4,27,11,48,28,3,3,3,1,37,13,156,11.5%,50.3%,(16.7%),(72.8%),(42.9%),(92.6%),(27.3%),(83.3%),,,,,,
3920,2,0310,長崎,3-1,A,長崎県立,曇り,ガンバ大阪,2013,g-os,,17,5,0,560,27,4,5,5,20,11,17,21,4,3,1,0,52,16,134,12.7%,50.9%,(5.9%),(77.5%),(18.5%),(90.0%),(45.5%),(58.8%),13,4,0,548,3,13,3,1,24,8,24,32,2,5,1,0,38,10,133,9.8%,49.1%,(23.1%),(78.8%),(0.0%),(95.8%),(50.0%),(70.8%),,,,,,
3921,3,0317,横浜FC,0-0,H,万博,曇り,ガンバ大阪,2013,g-os,,14,4,0,587,18,17,3,6,24,6,18,18,2,1,2,0,47,14,135,10.4%,56%,(0.0%),(79.2%),(27.8%),(91.7%),(33.3%),(83.3%),11,4,0,396,9,17,1,1,17,11,11,35,3,3,1,0,32,10,127,8.7%,44%,(0.0%),(73.0%),(33.3%),(70.6%),(45.5%),(90.9%),,,,,,
3922,4,0320,熊本,2-2,A,うまスタ,雨,ガンバ大阪,2013,g-os,,21,5,0,584,22,9,2,3,19,13,22,23,0,2,1,0,38,12,126,16.7%,50.6%,(9.5%),(81.0%),(22.7%),(94.7%),(30.8%),(63.6%),20,8,0,573,16,16,3,5,28,9,32,27,0,2,2,0,46,20,141,14.2%,49.4%,(10.0%),(80.3%),(12.5%),(82.1%),(66.7%),(68.8%),,,,,,
3923,5,0324,千葉,1-1,H,万博,晴れのち曇り,ガンバ大阪,2013,g-os,,19,7,0,566,9,11,5,1,21,11,18,20,2,1,1,0,48,14,119,16.0%,49.7%,(5.3%),(82.3%),(11.1%),(81.0%),(45.5%),(61.1%),11,4,0,550,12,10,1,2,27,16,13,18,1,5,1,0,47,9,124,8.9%,50.3%,(9.1%),(78.5%),(0.0%),(92.6%),(68.8%),(76.9%),,,,,,
3924,6,0331,札幌,3-1,A,札幌ド,屋内,ガンバ大阪,2013,g-os,,19,7,0,388,13,9,1,4,17,9,16,27,3,4,0,0,33,14,129,14.7%,38.8%,(5.3%),(73.5%),(38.5%),(76.5%),(66.7%),(93.8%),21,7,0,713,20,6,4,6,15,10,19,20,3,1,1,0,68,21,129,16.3%,61.2%,(14.3%),(85.1%),(20.0%),(100.0%),(60.0%),(78.9%),,,,,,
3925,7,0407,東京Ｖ,0-0,H,万博,雨のち曇り,ガンバ大阪,2013,g-os,,19,5,0,577,20,12,0,10,25,11,17,21,4,0,2,0,46,30,133,14.3%,57.2%,(0.0%),(81.6%),(30.0%),(88.0%),(81.8%),(58.8%),16,5,0,370,11,12,0,5,27,8,19,25,3,0,1,0,42,9,136,11.8%,42.8%,(0.0%),(71.4%),(27.3%),(88.9%),(50.0%),(78.9%),,,,,,
3926,8,0414,山形,1-0,A,ＮＤスタ,晴れ,ガンバ大阪,2013,g-os,,9,0,0,424,9,10,4,5,30,13,12,22,2,2,1,0,28,8,144,6.3%,49.1%,(0.0%),(70.3%),(11.1%),(73.3%),(30.8%),(83.3%),12,6,0,461,15,10,2,7,16,11,17,16,6,4,3,0,45,18,137,8.8%,50.9%,(8.3%),(73.5%),(20.0%),(75.0%),(63.6%),(76.5%),,,,,,
3927,9,0417,松本,1-0,H,万博,晴れ,ガンバ大阪,2013,g-os,,21,2,0,796,26,4,6,9,35,14,10,23,2,2,0,0,73,26,129,16.3%,68%,(0.0%),(86.1%),(11.5%),(85.7%),(42.9%),(80.0%),11,1,0,295,10,5,2,7,31,5,15,32,8,6,1,0,24,11,123,8.9%,32%,(0.0%),(64.7%),(30.0%),(80.6%),(40.0%),(66.7%),,,,,,
3928,10,0421,富山,4-0,A,富山,曇り,ガンバ大阪,2013,g-os,,14,0,0,540,13,11,10,5,29,16,27,19,0,2,2,0,41,11,160,8.8%,47.5%,(0.0%),(77.8%),(7.7%),(82.8%),(43.8%),(85.2%),18,8,1,575,24,7,2,6,35,13,29,25,2,10,1,0,40,22,163,11.0%,52.5%,(22.2%),(77.4%),(41.7%),(91.4%),(61.5%),(65.5%),,,,,,
3929,11,0428,鳥取,1-1,H,万博,晴れ,ガンバ大阪,2013,g-os,,10,4,0,781,22,10,7,2,40,13,14,20,2,1,2,0,73,25,134,7.5%,70.4%,(10.0%),(84.5%),(18.2%),(85.0%),(69.2%),(71.4%),11,1,0,245,15,13,2,0,23,9,23,30,1,7,0,0,30,6,125,8.8%,29.6%,(9.1%),(54.3%),(26.7%),(95.7%),(77.8%),(87.0%),,,,,,
3930,12,0503,岐阜,2-0,H,万博,曇り,ガンバ大阪,2013,g-os,,14,6,0,759,19,10,3,9,22,8,20,19,1,0,1,0,68,14,142,9.9%,60.5%,(14.3%),(83.8%),(21.1%),(95.5%),(50.0%),(85.0%),3,0,0,417,10,4,0,4,20,11,20,31,3,3,1,0,20,3,127,2.4%,39.5%,(0.0%),(70.3%),(0.0%),(90.0%),(54.5%),(80.0%),,,,,,
3931,13,0506,神戸,0-2,A,ノエスタ,晴れ,ガンバ大阪,2013,g-os,,15,3,0,396,6,20,3,2,26,9,28,28,4,6,1,0,31,10,137,10.9%,43.9%,(13.3%),(71.7%),(33.3%),(88.5%),(11.1%),(89.3%),14,3,0,593,11,10,6,3,34,8,30,24,0,3,3,0,33,9,139,10.1%,56.1%,(0.0%),(78.4%),(27.3%),(91.2%),(37.5%),(76.7%),,,,,,
3932,14,0512,福岡,3-2,A,レベスタ,晴れ,ガンバ大阪,2013,g-os,,14,5,0,537,24,12,3,6,25,18,17,16,2,2,1,0,49,15,139,10.1%,51.6%,(14.3%),(77.8%),(25.0%),(84.0%),(44.4%),(58.8%),14,9,0,483,14,19,2,4,24,12,20,18,9,2,0,0,44,16,142,9.9%,48.4%,(21.4%),(77.4%),(21.4%),(79.2%),(33.3%),(65.0%),,,,,,
3933,15,0519,群馬,5-1,H,万博,雨,ガンバ大阪,2013,g-os,,19,11,0,509,13,13,2,6,24,10,28,11,7,1,1,0,42,23,130,14.6%,45%,(26.3%),(76.6%),(38.5%),(95.8%),(50.0%),(78.6%),11,1,0,591,13,7,1,3,23,8,28,18,5,2,0,0,35,10,129,8.5%,55%,(9.1%),(77.7%),(15.4%),(91.3%),(87.5%),(75.0%),,,,,,
3934,16,0526,愛媛,2-1,A,ニンスタ,晴れ,ガンバ大阪,2013,g-os,,13,3,0,392,16,9,3,7,21,13,28,31,7,0,1,0,33,13,141,9.2%,39.8%,(7.7%),(71.4%),(31.3%),(81.0%),(61.5%),(71.4%),19,6,0,670,13,7,0,5,32,14,25,29,2,2,0,0,42,18,142,13.4%,60.2%,(10.5%),(81.6%),(15.4%),(75.0%),(35.7%),(68.0%),,,,,,
3935,17,0601,栃木,3-0,H,万博,曇り一時雨,ガンバ大阪,2013,g-os,,12,6,0,422,9,10,3,5,36,4,21,21,1,4,2,0,45,11,128,9.4%,42%,(25.0%),(73.2%),(22.2%),(75.0%),(75.0%),(76.2%),9,3,0,616,14,11,5,4,25,4,23,17,3,3,0,0,33,12,123,7.3%,58%,(0.0%),(77.1%),(21.4%),(96.0%),(25.0%),(73.9%),,,,,,
3936,18,0608,北九州,1-0,A,本城,曇り,ガンバ大阪,2013,g-os,,11,2,0,415,14,16,1,5,21,12,21,8,7,4,1,0,37,11,136,8.1%,41.7%,(0.0%),(72.0%),(28.6%),(95.2%),(41.7%),(85.7%),17,4,0,644,15,10,4,3,23,10,20,27,4,1,0,0,48,15,132,12.9%,58.3%,(5.9%),(85.4%),(46.7%),(82.6%),(50.0%),(80.0%),,,,,,
3937,19,0615,水戸,2-0,A,Ｋｓスタ,曇り,ガンバ大阪,2013,g-os,,15,2,0,425,20,12,7,7,21,13,15,16,2,2,1,1,45,17,134,11.2%,46.7%,(0.0%),(73.4%),(25.0%),(90.5%),(61.5%),(80.0%),13,5,0,541,12,20,2,4,18,11,15,21,1,7,2,0,42,11,125,10.4%,53.3%,(15.4%),(82.3%),(33.3%),(77.8%),(63.6%),(86.7%),,,,,,
3938,20,0622,岡山,1-1,H,万博,晴れ,ガンバ大阪,2013,g-os,,20,4,0,747,13,15,3,7,27,11,12,16,2,1,3,0,59,26,143,14.0%,63.2%,(5.0%),(81.7%),(23.1%),(85.2%),(63.6%),(83.3%),10,1,0,352,14,9,2,1,17,6,23,32,1,1,2,0,37,7,123,8.1%,36.8%,(10.0%),(67.0%),(28.6%),(94.1%),(16.7%),(82.6%),,,,,,
3939,21,0629,徳島,2-0,H,万博,晴れ,ガンバ大阪,2013,g-os,,11,6,0,656,7,8,3,3,32,13,14,22,5,1,3,0,55,14,134,8.2%,58.3%,(18.2%),(82.8%),(57.1%),(84.4%),(30.8%),(78.6%),11,4,0,423,12,12,1,3,24,9,21,13,2,2,0,0,39,8,128,8.6%,41.7%,(0.0%),(72.8%),(16.7%),(79.2%),(66.7%),(76.2%),,,,,,
3940,22,0703,岐阜,8-2,A,長良川,雨のち曇り,ガンバ大阪,2013,g-os,,17,4,0,323,15,5,9,7,18,12,20,13,5,1,1,0,20,12,127,13.4%,34.8%,(11.8%),(65.9%),(40.0%),(77.8%),(41.7%),(65.0%),27,12,0,826,16,10,1,7,17,12,17,10,3,8,0,0,69,33,120,22.5%,65.2%,(29.6%),(88.0%),(31.3%),(88.2%),(66.7%),(76.5%),,,,,,
3941,23,0707,千葉,0-3,A,フクアリ,晴れ,ガンバ大阪,2013,g-os,,13,3,0,324,5,13,2,4,17,14,18,22,6,3,0,0,25,4,111,11.7%,36.1%,(23.1%),(76.5%),(0.0%),(76.5%),(64.3%),(72.2%),17,5,0,720,16,14,3,5,14,15,12,20,2,2,1,0,69,10,115,14.8%,63.9%,(0.0%),(86.4%),(37.5%),(100.0%),(60.0%),(75.0%),,,,,,
3942,24,0714,北九州,1-1,H,万博,雨のち曇り,ガンバ大阪,2013,g-os,,20,7,0,748,17,22,1,6,18,7,13,10,1,1,1,0,64,20,130,15.4%,67.5%,(5.0%),(86.5%),(23.5%),(88.9%),(85.7%),(92.3%),7,3,1,273,6,13,2,3,13,9,20,25,1,1,2,0,15,3,121,5.8%,32.5%,(14.3%),(64.5%),(0.0%),(84.6%),(55.6%),(80.0%),,,,,,
3943,25,0720,神戸,3-2,H,万博,晴れ,ガンバ大阪,2013,g-os,,9,3,0,443,7,10,1,4,24,4,14,26,1,5,1,0,22,7,126,7.1%,50.8%,(33.3%),(73.6%),(71.4%),(91.7%),(50.0%),(92.9%),14,2,0,407,13,18,6,4,36,10,17,18,2,1,1,0,40,13,133,10.5%,49.2%,(14.3%),(72.0%),(53.8%),(80.6%),(60.0%),(94.1%),,,,,,
3944,26,0727,東京Ｖ,3-3,A,味スタ,曇りのち雷雨,ガンバ大阪,2013,g-os,,14,5,0,328,15,15,3,6,17,8,21,26,2,2,0,0,24,11,124,11.3%,38.4%,(21.4%),(67.1%),(6.7%),(88.2%),(62.5%),(66.7%),21,5,0,647,13,14,2,7,16,24,16,36,2,3,0,0,65,18,128,16.4%,61.6%,(14.3%),(84.5%),(30.8%),(93.8%),(50.0%),(93.8%),,,,,,
3945,27,0804,岡山,3-2,A,カンスタ,曇り,ガンバ大阪,2013,g-os,,16,5,0,488,23,10,2,7,18,11,23,16,1,0,0,0,52,13,109,14.7%,45.9%,(12.5%),(79.5%),(8.7%),(100.0%),(72.7%),(69.6%),16,7,0,592,10,6,0,3,20,11,19,28,5,2,0,0,48,11,104,15.4%,54.1%,(18.8%),(84.6%),(40.0%),(95.0%),(72.7%),(84.2%),,,,,,
3946,28,0811,福岡,1-0,H,万博,晴れ,ガンバ大阪,2013,g-os,,12,3,0,508,17,9,1,11,17,20,20,18,6,9,1,0,35,19,120,10.0%,47.7%,(8.3%),(81.9%),(47.1%),(100.0%),(50.0%),(75.0%),17,5,0,592,18,10,9,3,15,13,22,19,3,1,1,0,48,7,107,15.9%,52.3%,(0.0%),(86.5%),(16.7%),(80.0%),(46.2%),(86.4%),,,,,,
3947,29,0818,札幌,3-0,H,万博,晴れ,ガンバ大阪,2013,g-os,,9,4,0,566,12,7,4,5,19,14,21,34,1,2,2,0,43,9,115,7.8%,56.3%,(33.3%),(82.7%),(33.3%),(84.2%),(42.9%),(95.2%),19,1,0,428,14,15,2,3,22,15,16,25,1,4,1,0,39,15,122,15.6%,43.7%,(0.0%),(77.6%),(21.4%),(86.4%),(46.7%),(81.3%),,,,,,
3948,30,0821,鳥取,7-1,A,とりスタ,晴れ,ガンバ大阪,2013,g-os,,10,3,0,401,18,11,1,4,22,15,21,15,4,4,0,0,32,13,108,9.3%,43.8%,(10.0%),(82.8%),(33.3%),(68.2%),(40.0%),(76.2%),14,7,0,622,20,6,4,7,14,20,21,19,4,1,1,0,51,15,111,12.6%,56.2%,(50.0%),(87.8%),(20.0%),(92.9%),(45.0%),(85.7%),,,,,,
3949,31,0825,横浜FC,2-2,A,ニッパ球,曇り,ガンバ大阪,2013,g-os,,15,3,0,471,6,12,6,1,14,16,12,20,1,0,0,0,39,9,101,14.9%,45.9%,(13.3%),(84.7%),(33.3%),(85.7%),(12.5%),(83.3%),15,3,0,655,22,8,0,4,20,14,15,15,5,5,0,0,60,19,104,14.4%,54.1%,(13.3%),(86.0%),(27.3%),(90.0%),(21.4%),(66.7%),,,,,,
3950,32,0901,長崎,1-2,H,万博,曇り,ガンバ大阪,2013,g-os,,13,2,0,593,15,10,3,3,23,13,23,20,0,2,0,0,58,18,133,9.8%,51.5%,(7.7%),(80.6%),(33.3%),(87.0%),(30.8%),(78.3%),11,4,0,537,20,12,2,4,25,11,36,35,1,3,1,0,56,13,133,8.3%,48.5%,(18.2%),(80.4%),(35.0%),(92.0%),(63.6%),(80.6%),,,,,,
3951,33,0915,水戸,5-0,H,万博,雨,ガンバ大阪,2013,g-os,,17,9,0,750,19,13,1,6,30,13,28,17,7,2,0,0,67,16,152,11.2%,57%,(29.4%),(83.6%),(26.3%),(86.7%),(23.1%),(78.6%),9,3,0,508,10,10,2,2,10,9,36,22,8,1,0,0,35,10,128,7.0%,43%,(0.0%),(75.4%),(50.0%),(90.0%),(44.4%),(86.1%),,,,,,
3952,34,0922,松本,2-2,A,松本,晴れ,ガンバ大阪,2013,g-os,,13,3,0,223,17,10,1,4,13,3,21,40,4,2,1,1,21,11,109,11.9%,27.5%,(15.4%),(53.8%),(41.2%),(69.2%),(66.7%),(90.5%),24,3,0,752,26,10,3,8,28,9,19,19,1,1,0,0,72,26,129,18.6%,72.5%,(8.3%),(84.7%),(26.9%),(89.3%),(55.6%),(68.4%),,,,,,
3953,35,0929,愛媛,0-1,H,万博,晴れ,ガンバ大阪,2013,g-os,,19,4,0,853,36,10,2,9,31,17,13,9,0,1,0,0,90,19,130,14.6%,65.7%,(0.0%),(84.1%),(13.9%),(90.3%),(52.9%),(61.5%),6,4,0,300,4,9,1,3,11,7,19,62,3,2,2,0,22,6,114,5.3%,34.3%,(16.7%),(70.0%),(0.0%),(90.9%),(28.6%),(78.9%),,,,,,
3954,36,1006,栃木,2-4,A,栃木グ,曇りのち晴れ,ガンバ大阪,2013,g-os,,13,7,0,293,7,9,3,5,14,11,29,26,5,4,0,0,30,10,122,10.7%,36.9%,(30.8%),(68.9%),(57.1%),(64.3%),(54.5%),(75.9%),26,10,0,705,12,13,4,4,36,23,12,12,1,3,3,0,80,19,135,19.3%,63.1%,(7.7%),(85.8%),(33.3%),(94.4%),(56.5%),(66.7%),,,,,,
3955,37,1020,富山,3-1,H,万博,曇り,ガンバ大阪,2013,g-os,,17,5,0,768,17,7,0,6,31,7,16,26,4,5,0,0,55,20,133,12.8%,65.2%,(17.6%),(85.3%),(35.3%),(96.8%),(71.4%),(75.0%),10,4,0,352,11,8,6,5,27,10,22,26,4,0,0,0,28,8,129,7.8%,34.8%,(10.0%),(69.6%),(9.1%),(63.0%),(50.0%),(90.9%),,,,,,
3956,38,1027,徳島,5-1,A,鳴門大塚,晴れ,ガンバ大阪,2013,g-os,,15,3,1,386,11,14,0,7,15,13,20,23,6,2,2,0,30,9,128,11.7%,38%,(6.7%),(73.1%),(9.1%),(93.3%),(38.5%),(85.0%),12,9,0,806,13,12,2,4,25,16,21,30,4,0,1,0,51,13,132,9.1%,62%,(41.7%),(86.5%),(23.1%),(96.0%),(62.5%),(81.0%),,,,,,
3957,39,1103,熊本,4-0,H,万博,雨のち曇り,ガンバ大阪,2013,g-os,,28,17,0,797,11,13,1,9,20,10,26,23,4,1,0,0,69,30,122,23.0%,64.5%,(14.3%),(87.5%),(27.3%),(100.0%),(30.0%),(84.6%),10,4,0,359,12,7,2,8,21,10,26,17,7,1,0,0,22,3,124,8.1%,35.5%,(0.0%),(73.8%),(0.0%),(85.7%),(50.0%),(80.8%),,,,,,
3958,40,1110,京都,2-0,A,西京極,曇り時々雨,ガンバ大阪,2013,g-os,,11,3,0,674,15,13,5,4,44,19,30,18,3,1,1,0,59,17,161,6.8%,56.3%,(0.0%),(79.2%),(33.3%),(84.1%),(36.8%),(76.7%),11,4,0,446,10,10,1,8,35,13,47,32,7,4,0,0,35,18,159,6.9%,43.7%,(18.2%),(68.6%),(30.0%),(82.9%),(38.5%),(85.1%),,,,,,
3959,41,1117,山形,3-2,H,万博,晴れのち曇り,ガンバ大阪,2013,g-os,,12,5,0,460,14,9,0,2,20,11,27,30,2,3,2,0,35,15,121,9.9%,49%,(16.7%),(75.0%),(35.7%),(80.0%),(63.6%),(51.9%),19,7,0,511,18,15,3,8,27,14,27,13,0,0,0,0,53,12,139,13.7%,51%,(10.5%),(72.8%),(22.2%),(77.8%),(28.6%),(66.7%),,,,,,
3960,42,1124,群馬,1-1,A,正田スタ,晴れ,ガンバ大阪,2013,g-os,,18,5,0,393,12,8,2,4,20,14,40,43,3,0,0,0,37,13,130,13.8%,39.9%,(5.6%),(70.5%),(8.3%),(85.0%),(92.9%),(77.5%),20,9,0,715,20,8,1,8,31,9,33,15,4,2,0,0,58,19,134,14.9%,60.1%,(5.0%),(82.2%),(25.0%),(83.9%),(55.6%),(72.7%),,,,,,
3961,1,0301,浦和,0-1,H,万博,雨,ガンバ大阪,2014,g-os,,11,2,0,633,8,9,2,1,24,4,17,22,7,3,2,0,53,6,109,10.1%,47.7%,(0.0%),(85.3%),(25.0%),(100.0%),(25.0%),(58.8%),16,3,0,606,16,8,4,4,21,6,22,17,5,2,1,0,52,13,121,13.2%,52.3%,(6.3%),(83.0%),(18.8%),(76.2%),(66.7%),(81.8%),,,,,,
3962,2,0308,新潟,2-0,A,デンカＳ,曇時々晴,ガンバ大阪,2014,g-os,,21,2,0,558,25,12,4,12,18,15,26,12,7,0,0,0,59,12,140,15.0%,54.8%,(0.0%),(77.2%),(8.0%),(94.4%),(33.3%),(76.9%),11,4,0,433,12,10,0,7,19,10,19,23,6,4,1,0,36,14,137,8.0%,45.2%,(18.2%),(73.0%),(8.3%),(84.2%),(50.0%),(63.2%),,,,,,
3963,3,0315,仙台,0-0,A,ユアスタ,曇,ガンバ大阪,2014,g-os,,17,5,0,496,22,12,8,7,23,20,17,23,3,3,1,0,50,17,141,12.1%,48.1%,(0.0%),(77.2%),(18.2%),(78.3%),(55.0%),(88.2%),5,1,0,618,22,11,3,1,19,13,23,26,2,8,0,0,38,12,127,3.9%,51.9%,(0.0%),(79.3%),(22.7%),(89.5%),(61.5%),(87.0%),,,,,,
3964,4,0323,広島,1-1,H,万博,晴,ガンバ大阪,2014,g-os,,16,2,0,421,12,12,2,6,19,21,25,18,5,1,2,0,38,18,125,12.8%,40%,(6.3%),(77.4%),(16.7%),(89.5%),(38.1%),(72.0%),20,2,1,626,24,14,1,6,18,25,31,22,8,1,3,0,56,12,134,14.9%,60%,(5.0%),(82.1%),(4.2%),(94.4%),(56.0%),(74.2%),,,,,,
3965,5,0329,鳥栖,0-2,A,ベアスタ,雨,ガンバ大阪,2014,g-os,,11,3,0,331,12,17,1,2,22,4,21,29,8,2,1,0,34,12,124,8.9%,42.6%,(18.2%),(70.1%),(25.0%),(72.7%),(50.0%),(85.7%),13,2,0,554,16,11,3,11,16,8,8,23,1,1,2,0,43,11,125,10.4%,57.4%,(0.0%),(79.1%),(18.8%),(87.5%),(25.0%),(75.0%),,,,,,
3966,6,0406,鹿島,0-2,H,万博,曇時々晴一時雨,ガンバ大阪,2014,g-os,,11,3,0,671,19,16,1,1,30,15,25,16,2,1,2,0,52,14,144,7.6%,57.8%,(0.0%),(80.9%),(21.1%),(86.7%),(46.7%),(64.0%),24,6,0,430,20,11,1,4,20,14,35,24,0,1,2,0,55,16,143,16.8%,42.2%,(8.3%),(70.9%),(40.0%),(75.0%),(57.1%),(88.6%),,,,,,
3967,7,0412,Ｃ大阪,2-2,A,ヤンマー,晴,ガンバ大阪,2014,g-os,,21,8,0,472,11,9,1,6,22,14,21,21,5,1,1,0,49,14,137,15.3%,46.9%,(9.5%),(77.8%),(9.1%),(95.5%),(35.7%),(90.5%),17,5,0,585,16,10,1,4,26,10,25,18,3,1,1,0,59,12,138,12.3%,53.1%,(11.8%),(80.2%),(6.3%),(80.8%),(40.0%),(80.0%),,,,,,
3968,8,0419,大宮,2-1,H,万博,曇,ガンバ大阪,2014,g-os,,20,12,0,475,19,13,1,7,22,20,27,26,4,1,1,0,33,25,147,13.6%,49.1%,(10.0%),(73.7%),(26.3%),(95.5%),(55.0%),(88.9%),15,3,0,447,20,9,2,4,28,13,37,18,3,1,1,0,34,14,149,10.1%,50.9%,(6.7%),(71.4%),(25.0%),(92.9%),(46.2%),(70.3%),,,,,,
3969,9,0426,川崎Ｆ,1-2,A,等々力,晴,ガンバ大阪,2014,g-os,,24,7,0,765,6,14,4,2,24,20,28,11,8,2,2,0,71,24,127,18.9%,60.3%,(8.3%),(88.0%),(50.0%),(100.0%),(45.0%),(78.6%),11,4,0,451,8,7,2,2,14,9,30,20,6,3,0,0,42,9,114,9.6%,39.7%,(9.1%),(81.2%),(50.0%),(92.9%),(22.2%),(80.0%),,,,,,
3970,10,0429,柏,1-2,H,万博,曇のち雨,ガンバ大阪,2014,g-os,,9,1,0,510,20,9,4,5,27,10,32,28,1,2,1,0,34,14,125,7.2%,47.7%,(11.1%),(72.5%),(10.0%),(92.6%),(20.0%),(71.9%),14,4,0,552,21,12,2,6,36,11,17,28,3,4,1,0,49,16,145,9.7%,52.3%,(14.3%),(73.6%),(19.0%),(94.4%),(45.5%),(76.5%),,,,,,
