,選手名,選手名（英語）,最終所属,ポジション,生年月日,身長/体重,url
141,アフォンソ,Manoel AFONSO Junior,Ｇ大阪,FW,1991/11/14,172/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
142,アフメド　ヤセル,AHMED YASSER,神戸,DF,1994/05/17,182/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
143,アブダ,Adailson Pereira Coelho(ABUDA),東京Ｖ,FW,1986/03/28,176/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
144,阿部　海大,Kaito ABE,岡山,DF,1999/09/18,183/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
145,阿部　一樹,Kazuki ABE,徳島,GK,1987/04/18,186/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
146,阿部　要門,Kanato ABE,山形,FW,2002/04/03,185/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
147,阿部　空矢,Kuya ABE,仙台,DF,1999/12/25,168/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
148,阿部　謙作,Kensaku ABE,甲府,GK,1980/05/13,181/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
149,阿部　航斗,Koto ABE,新潟,GK,1997/08/01,185/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
150,阿部　嵩,Shu ABE,福岡,MF,1984/06/07,175/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
151,安部　柊斗,Shuto ABE,FC東京,MF,1997/12/05,171/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
152,阿部　翔平,Shohei ABE,甲府,DF,1983/12/01,170/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
153,安部　大晴,Taisei ABE,長崎,MF,2004/06/07,172/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
154,安部　崇士,Takashi ABE,徳島,DF,1997/07/15,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
155,阿部　拓馬,Takuma ABE,琉球,FW,1987/12/05,171/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
156,阿部　巧,Takumi ABE,相模原,DF,1991/05/26,168/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
157,阿部　哲也,Tetsuya ABE,札幌,GK,1983/06/24,188/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
158,阿部　敏之,Toshiyuki ABE,鹿島,MF,1974/08/01,180/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
159,阿部　伸行,Nobuyuki ABE,FC東京,GK,1984/04/27,186/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
160,阿部　隼人,Hayato ABE,群馬,DF,1998/06/27,166/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
161,阿部　輝,Hikaru ABE,仙台,GK,1998/05/06,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
162,安部　裕葵,Hiroki ABE,鹿島,FW,1999/01/28,171/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
163,阿部　浩之,Hiroyuki ABE,名古屋,MF,1989/07/05,170/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
164,阿部　文一朗,Bunichiro ABE,鳥栖,FW,1985/04/02,182/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
165,阿部　正紀,Masanori ABE,岐阜,DF,1991/12/25,178/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
166,阿部　真尋,Mahiro ABE,大分,MF,2003/04/06,168/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
167,阿部　水帆,Minaho ABE,浦和,MF,2005/06/12,172/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
168,安部　雄一,Yuichi ABE,柏,FW,1969/04/05,178/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
169,阿部　勇樹,Yuki ABE,浦和,MF,1981/09/06,178/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
170,阿部　優,Yuki ABE,岩手,FW,1989/09/16,190/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
171,安部　雄大,Yuta ABE,神戸,MF,1974/07/31,177/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
172,阿部　祐大朗,Yutaro ABE,鳥取,FW,1984/10/05,183/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
173,阿部　良則,Yoshinori ABE,川崎Ｆ,FW,1972/09/10,177/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
174,阿部　吉朗,Yoshiro ABE,松本,FW,1980/07/05,174/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
175,阿部　龍之介,Ryunosuke ABE,仙台,FW,1999/01/12,167/61,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
176,アベル　ルシアッティ,Brian ABEL LUCIATTI,山口,DF,1993/02/18,180/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
177,アポジ,Luiz Diallisson De Souza Alves(APODI),東京Ｖ,MF,1986/12/13,172/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
178,天笠　泰輝,Taiki AMAGASA,群馬,MF,2000/05/11,176/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
179,天根　勇輝,Yuki AMANE,山口,DF,2001/06/01,166/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
180,天野　恒太,Kota AMANO,相模原,DF,1987/06/22,170/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
181,天野　純,Jun AMANO,横浜FM,MF,1991/07/19,175/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
182,天野　貴史,Takashi AMANO,長野,DF,1986/04/13,163/61,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
183,天野　悠貴,Yuki AMANO,FC東京,MF,2000/04/17,166/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
184,天野　友心,Yushin AMANO,清水,GK,2000/07/10,181/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
185,アマラウ,Carlos Rafael Do AMARAL,Ｃ大阪,MF,1983/11/27,175/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
186,アマラオ,Wagner Pereira Cardozo(AMARAL),湘南,FW,1966/10/16,183/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
187,アマリウド,AMARILDO De Jesus Santos,湘南,DF,1986/07/06,185/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
188,アマリージャ,Raul Vicente AMARILLA Vera,横浜Ｆ,FW,1960/07/19,189/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
189,天羽　良輔,Ryosuke AMO,讃岐,DF,1983/09/19,177/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
190,アモリン,Fabio Da Conceicao AMORIM,湘南,FW,1990/02/28,173/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
191,鮎川　峻,Shun AYUKAWA,広島,FW,2001/09/15,164/61,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
192,アユブ　マシカ,Ayub Timbe Masika(AYUB MASIKA),神戸,FW,1992/09/10,167/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
193,荒　貴史,Takafumi ARA,横浜FM,GK,1999/04/06,179/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
194,新井　一耀,Ikki ARAI,千葉,DF,1993/11/08,186/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
195,荒井　貫太,Kanta ARAI,神戸,MF,2003/06/30,164/58,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
196,新井　健二,Kenji ARAI,新潟,DF,1978/05/19,182/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
197,荒井　秀賀,Shuga ARAI,栃木,MF,1999/10/29,170/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
198,新井　章太,Shota ARAI,千葉,GK,1988/11/01,184/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
199,新井　翔太,Shota ARAI,愛媛,MF,1985/04/07,172/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
200,新井　純平,Jumpei ARAI,琉球,DF,1994/11/12,173/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
201,新井　純平,Jumpei ARAI,長野,MF,1989/07/22,171/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
202,新井　泰貴,Taiki ARAI,鳥取,MF,1997/06/19,174/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
203,新居　辰基,Tatsunori ARAI,鳥栖,FW,1983/12/22,172/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
204,新井　辰也,Tatsuya ARAI,岐阜,DF,1988/01/14,188/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
205,新井　直人,Naoto ARAI,Ｃ大阪,DF,1996/10/07,173/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
206,新井　隼利,Hayato ARAI,岡山,GK,2001/04/23,179/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
207,新井　光,Hikaru ARAI,鳥取,MF,1999/04/14,174/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
208,新井　秀明,Hideaki ARAI,川崎Ｆ,DF,2000/03/07,181/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
209,新井　博人,Hiroto ARAI,北九州,DF,1996/06/22,175/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
210,新井　幹人,Mikihito ARAI,琉球,DF,1994/06/14,175/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
211,新井　瑞希,Mizuki ARAI,東京Ｖ,MF,1997/04/14,170/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
212,新井　栄聡,Yoshiaki ARAI,秋田,GK,1995/09/27,187/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
213,新井　涼平,Ryohei ARAI,甲府,MF,1990/11/03,183/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
214,新井場　徹,Toru ARAIBA,Ｃ大阪,DF,1979/07/12,182/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
215,アライール,ALAIR De Souza Camargo Junior,愛媛,DF,1982/01/27,184/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
216,アラウージョ,Clemerson De ARAUJO Soares,Ｇ大阪,FW,1977/08/08,172/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
217,新垣　貴之,Takayuki ARAKAKI,北九州,MF,1996/08/12,171/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
218,荒川　颯磨,Soma ARAKAWA,仙台,MF,2003/04/18,173/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
219,荒木　秀太,Shuta ARAKI,Ｃ大阪,MF,1999/09/11,171/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
220,荒木　駿汰,Shunta ARAKI,鳥取,MF,2002/04/08,164/57,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
221,荒木　翔,Sho ARAKI,甲府,MF,1995/08/25,166/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
222,荒木　大吾,Daigo ARAKI,京都,MF,1994/02/17,178/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
223,荒木　隼人,Hayato ARAKI,広島,DF,1996/08/07,186/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
224,荒木　健斗,Hokuto ARAKI,札幌,DF,2005/05/31,180/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
225,荒木　亮輔,Ryosuke ARAKI,清水,FW,2001/04/15,168/54,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
226,荒木　遼太郎,Ryotaro ARAKI,鹿島,MF,2002/01/29,170/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
227,荒田　成貴,Shigeki ARATA,鳥取,MF,1996/06/02,171/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
228,荒田　智之,Tomoyuki ARATA,長野,FW,1985/10/03,178/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
229,荒谷　弘樹,Hiroki ARATANI,甲府,GK,1975/08/06,192/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
230,荒野　拓馬,Takuma ARANO,札幌,MF,1993/04/20,180/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
231,荒堀　謙次,Kenji ARABORI,讃岐,DF,1988/07/31,168/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
232,アラン,ALAN David Dotti,山形,DF,1977/03/19,190/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
233,アラン,Natividade ALLAN Dos Santos,金沢,DF,1989/02/20,178/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
234,アラン　バイーア,Alan Pereira Costa(ALAN BAHIA),神戸,MF,1983/01/14,171/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
235,アラン　ピニェイロ,Alan Lopes Pinheiro(ALAN PINHEIRO),千葉,FW,1992/05/13,182/89,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
236,アラン　ミネイロ,Alan Cassio Da Cruz(ALAN MINEIRO),新潟,MF,1987/09/29,174/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
237,アランダ,Lorenzo Eduardo ARANDA,千葉,MF,1985/01/28,175/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
238,アラーノ,ALLANO Brendon De Souza Lima,甲府,FW,1995/04/24,178/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
239,アリ,Arivaldo Alves Dos Santos(ARI),鹿島,MF,1980/11/19,180/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
240,アリソン,HARISON Da Silva Nery,Ｇ大阪,MF,1980/01/02,175/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
241,アリソン,ALISON Barros Moraes,大宮,FW,1982/06/30,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
242,アリソン,ALISON Henrique Mira,湘南,FW,1995/12/01,182/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
243,アリソン　リカルド,ALLISSON RICARDO Faramilio,松本,FW,1988/01/30,185/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
244,有薗　真吾,Shingo ARIZONO,北九州,DF,1985/12/04,178/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
245,有田　恵人,Keito ARITA,川崎Ｆ,MF,2002/01/24,171/61,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
246,有田　光希,Koki ARITA,甲府,FW,1991/09/23,180/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
247,有永　一生,Kazuki ARINAGA,岩手,MF,1989/03/03,175/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
248,有馬　賢二,Kenji ARIMA,横浜FC,FW,1972/11/26,179/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
249,有馬　弦希,Genki ARIMA,横浜FM,DF,1998/09/14,178/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
250,有馬　幸太郎,Kotaro ARIMA,栃木,FW,2000/09/03,181/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
251,有間　潤,Jun ARIMA,今治,FW,1992/08/06,168/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
252,有水　亮,Aki ARIMIZU,Ｃ大阪,MF,1999/08/10,172/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
253,有光　空大,Kuhiro ARIMITSU,広島,FW,2001/06/16,174/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
254,有光　亮太,Ryota ARIMITSU,長崎,FW,1981/04/21,174/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
255,有村　光史,Koji ARIMURA,熊本,DF,1976/08/25,178/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%82
